Application Date,Company,Role/Title,LinkedIn Job ID,Job URL,Export File,Merge Result
2026-02-04,Verkada,"Enterprise Solutions Engineer, Greater Atlanta Area",4287210385,http://www.linkedin.com/jobs/view/4287210385,Job Applications_5.csv,MERGED
2026-01-26,DevSignal,Growth Specialist,4355705805,http://www.linkedin.com/jobs/view/4355705805,Job Applications_5.csv,ADDED
2025-07-03,JetBridge AI,Sr. SDR for Profitable AI Startup,4253955472,http://www.linkedin.com/jobs/view/4253955472,Job Applications_5.csv,ADDED
2026-03-23,Casper Studios,GTM Engineer,4381059333,http://www.linkedin.com/jobs/view/4381059333,Job Applications_5.csv,ADDED
2025-07-07,Abacus.AI,Senior Sales Development Representative,4248933333,http://www.linkedin.com/jobs/view/4248933333,Job Applications_5.csv,ADDED
2025-06-30,ScoutLab.io,"Brand New Role! - AI FinTech Heavyweight! - Solutions Engineer  – Series B equity - $150k Base, Generous Bonus Structure -Remote – EST and CST Only",4259485146,http://www.linkedin.com/jobs/view/4259485146,Job Applications_5.csv,ADDED
2026-03-30,PandaDoc,GTM Engineer,4369211319,http://www.linkedin.com/jobs/view/4369211319,Job Applications_5.csv,MERGED
2025-06-14,Databar.ai,GTM Engineer (Growth & Sales),4233227991,http://www.linkedin.com/jobs/view/4233227991,Job Applications_5.csv,ADDED
2025-06-30,Gigs,Solutions Engineer,4256302106,http://www.linkedin.com/jobs/view/4256302106,Job Applications_5.csv,MERGED
2026-02-10,Databar.ai,GTM Engineer (Growth & Sales),4361842646,http://www.linkedin.com/jobs/view/4361842646,Job Applications_5.csv,ADDED
2025-07-07,Brainfish,Sales Development Representative (SDR) – Dive into AI with Brainfish!,4258745247,http://www.linkedin.com/jobs/view/4258745247,Job Applications_5.csv,ADDED
2025-07-07,Applause,Enterprise SDR,4226839920,http://www.linkedin.com/jobs/view/4226839920,Job Applications_5.csv,MERGED
2026-02-10,MICHELIN Connected Fleet,Demand Generation and Growth Marketing Manager,4371060559,http://www.linkedin.com/jobs/view/4371060559,Job Applications_5.csv,ADDED
2026-02-10,Pegasystems,GTM GenAI Product Owner,4363036469,http://www.linkedin.com/jobs/view/4363036469,Job Applications_5.csv,ADDED
2026-02-08,Flexbone,Founding GTM Account Executive,4365767593,http://www.linkedin.com/jobs/view/4365767593,Job Applications_5.csv,ADDED
2025-06-30,Bitovi,AI Enablement Engineer,4248506953,http://www.linkedin.com/jobs/view/4248506953,Job Applications_5.csv,ADDED
2025-07-08,ClosedWon Talent,Founding Account Executive,4264156893,http://www.linkedin.com/jobs/view/4264156893,Job Applications_5.csv,ADDED
2025-11-18,Insignia Assets,Head of Digital,4323010631,http://www.linkedin.com/jobs/view/4323010631,Job Applications_5.csv,ADDED
2025-08-04,proteanTecs,Sales Development Representative,4279583412,http://www.linkedin.com/jobs/view/4279583412,Job Applications_5.csv,MERGED
2026-03-05,Propel,Founding Sales Engineer,4377712415,http://www.linkedin.com/jobs/view/4377712415,Job Applications_5.csv,ADDED
2026-01-20,Pickering Interfaces,Field Sales Engineer - Southeast,4350074781,http://www.linkedin.com/jobs/view/4350074781,Job Applications_5.csv,ADDED
2026-03-27,DISQO,GTM Engineer,4385292987,http://www.linkedin.com/jobs/view/4385292987,Job Applications_5.csv,MERGED
2025-06-20,Datricks,Sales Engineer - US (Remote),4251747717,http://www.linkedin.com/jobs/view/4251747717,Job Applications_5.csv,ADDED
2025-07-07,JetBridge AI,Sr. SDR for Profitable AI Startup,4263460747,http://www.linkedin.com/jobs/view/4263460747,Job Applications_5.csv,ADDED
2025-07-09,SWARM,Sales Engineer,4262182906,http://www.linkedin.com/jobs/view/4262182906,Job Applications_5.csv,ADDED
2026-03-05,Scout Global,Founding Sales Engineer,4373132807,http://www.linkedin.com/jobs/view/4373132807,Job Applications_5.csv,ADDED
2026-07-12,Logicbroker,AI GTM Engineer,4433617553,http://www.linkedin.com/jobs/view/4433617553,Job Applications_6.csv,ADDED
2026-04-10,Auctane,Pre-Sales Engineer - Atlanta,4362136934,http://www.linkedin.com/jobs/view/4362136934,Job Applications_6.csv,MERGED
2026-04-06,Recur Software,GTM Engineer,4383852596,http://www.linkedin.com/jobs/view/4383852596,Job Applications_6.csv,ADDED
2026-07-12,talentpluto,Go-to-Market Engineer,4438813846,http://www.linkedin.com/jobs/view/4438813846,Job Applications_6.csv,MERGED
2026-06-22,Hartfiel Automation,Sales Engineer,4429539770,http://www.linkedin.com/jobs/view/4429539770,Job Applications_6.csv,ADDED
2026-06-04,Jobright.ai,AI Engineer,4424269580,http://www.linkedin.com/jobs/view/4424269580,Job Applications_6.csv,ADDED
2026-06-04,Adaptive6,Sales Engineer,4391888373,http://www.linkedin.com/jobs/view/4391888373,Job Applications_6.csv,MERGED
2026-06-07,SOLAYA,GTM Engineer,4420626352,http://www.linkedin.com/jobs/view/4420626352,Job Applications_6.csv,ADDED
2026-08-22,Uncapped,GTM Engineer,4453144912,http://www.linkedin.com/jobs/view/4453144912,Job Applications_6.csv,MERGED
2026-06-21,The Vincit Group,Systems Engineering and Sales,4420136034,http://www.linkedin.com/jobs/view/4420136034,Job Applications_6.csv,ADDED
2026-06-24,Melavex,Founding GTM Lead,4427560845,http://www.linkedin.com/jobs/view/4427560845,Job Applications_6.csv,MERGED
2026-06-22,Attentive,GTM Engineer,4389964157,http://www.linkedin.com/jobs/view/4389964157,Job Applications_6.csv,MERGED
2026-07-06,Inworld AI,GTM Lead,4360055693,http://www.linkedin.com/jobs/view/4360055693,Job Applications_6.csv,ADDED
2026-04-06,AppGate,GTM Engineer,4393579449,http://www.linkedin.com/jobs/view/4393579449,Job Applications_6.csv,MERGED
2026-07-12,Entelligence.AI,Founding GTM,4429363758,http://www.linkedin.com/jobs/view/4429363758,Job Applications_6.csv,ADDED
2026-06-21,Durham Geo Slope Indicator (DGSI),Technical Sales Engineer,4418281073,http://www.linkedin.com/jobs/view/4418281073,Job Applications_6.csv,ADDED
2026-06-04,Huzzle.com,GTM Engineer,4422680810,http://www.linkedin.com/jobs/view/4422680810,Job Applications_6.csv,MERGED
2026-06-04,Scout Global,Forward Deployed Engineer,4415272670,http://www.linkedin.com/jobs/view/4415272670,Job Applications_6.csv,ADDED
2026-03-31,Fractional Demand,GTM Engineer,4392111555,http://www.linkedin.com/jobs/view/4392111555,Job Applications_6.csv,ADDED
2026-06-17,RTScale AI,Founding Growth Lead,4429730979,http://www.linkedin.com/jobs/view/4429730979,Job Applications_6.csv,ADDED
2026-07-12,HartleyCo,GTM Engineer,4433942058,http://www.linkedin.com/jobs/view/4433942058,Job Applications_6.csv,ADDED
2026-05-26,SoTalent,Generative AI Agent Engineer (Remote),4415219033,http://www.linkedin.com/jobs/view/4415219033,Job Applications_6.csv,ADDED
2026-06-04,MAJC✨,Revenue Operations & Business Development,4422637582,http://www.linkedin.com/jobs/view/4422637582,Job Applications_6.csv,ADDED
2026-07-12,Taste Labs,Growth Lead,4428044935,http://www.linkedin.com/jobs/view/4428044935,Job Applications_6.csv,ADDED
2026-06-04,Lyra Health,Senior GTM Enablement Specialist,4422091179,http://www.linkedin.com/jobs/view/4422091179,Job Applications_6.csv,ADDED
2026-07-12,Kana,GTM Engineer,4427085765,http://www.linkedin.com/jobs/view/4427085765,Job Applications_6.csv,ADDED
2026-04-09,RevPilots,GTM Engineer,4399435968,http://www.linkedin.com/jobs/view/4399435968,Job Applications_6.csv,ADDED
2026-06-22,Jobgether,GTM Engineer,4427466730,http://www.linkedin.com/jobs/view/4427466730,Job Applications_6.csv,MERGED
2026-04-06,Bask Health,Sales Engineer,4389308174,http://www.linkedin.com/jobs/view/4389308174,Job Applications_6.csv,ADDED
2026-06-24,Robert Half,Go-To-Market Lead,4426606510,http://www.linkedin.com/jobs/view/4426606510,Job Applications_6.csv,ADDED
2026-07-12,Coverwatch,Founding GTM,4425678611,http://www.linkedin.com/jobs/view/4425678611,Job Applications_6.csv,ADDED
2026-07-07,Duckbill,Founding Sales / GTM,4436847982,http://www.linkedin.com/jobs/view/4436847982,Job Applications_6.csv,ADDED
2026-06-22,Ritz Instrument Transformers USA,Sales Engineer,4404203312,http://www.linkedin.com/jobs/view/4404203312,Job Applications_6.csv,ADDED
2026-06-22,Armada,"AI Factory, Value Engineer",4420247062,http://www.linkedin.com/jobs/view/4420247062,Job Applications_6.csv,MERGED
2026-07-12,talentpluto,GTM Engineer,4434255520,http://www.linkedin.com/jobs/view/4434255520,Job Applications_6.csv,MERGED
2026-06-04,GridBank,GTM Engineer,4404318566,http://www.linkedin.com/jobs/view/4404318566,Job Applications_6.csv,ADDED
2026-05-25,AICRO,GTM Engineer,4419107568,http://www.linkedin.com/jobs/view/4419107568,Job Applications_6.csv,MERGED
2026-06-04,The Hog (YC F25),Founding GTM Engineer,4421369110,http://www.linkedin.com/jobs/view/4421369110,Job Applications_6.csv,MERGED
2026-07-06,TechLinkSphere,Micro-SaaS Launch & Growth Engineer,4436063352,http://www.linkedin.com/jobs/view/4436063352,Job Applications_6.csv,ADDED
2026-05-19,Freshtix,Business Development Manager,4416695523,http://www.linkedin.com/jobs/view/4416695523,Job Applications_6.csv,ADDED
2026-06-21,DripShop,Growth Lead - User Acquisition,4430091744,http://www.linkedin.com/jobs/view/4430091744,Job Applications_6.csv,ADDED
2026-04-19,Durham Geo Slope Indicator (DGSI),Technical Sales Engineer,4389562890,http://www.linkedin.com/jobs/view/4389562890,Job Applications_6.csv,ADDED
2026-06-21,TrueBuilt,GTM Engineer,4428082624,http://www.linkedin.com/jobs/view/4428082624,Job Applications_6.csv,MERGED
2026-04-10,Verdent AI,Growth Marketing,4399890339,http://www.linkedin.com/jobs/view/4399890339,Job Applications_6.csv,ADDED
2026-04-16,Wall Street Quants,Marketing / GTM Engineer,4402656770,http://www.linkedin.com/jobs/view/4402656770,Job Applications_6.csv,MERGED
2026-05-26,Piper AI,Growth & Content,4419427998,http://www.linkedin.com/jobs/view/4419427998,Job Applications_6.csv,ADDED
2026-06-04,IntelliPro,Founding Sales - AI Generic,4412148637,http://www.linkedin.com/jobs/view/4412148637,Job Applications_6.csv,ADDED
2026-07-12,Sidepocket,Go-To-Market Growth Engineer,4434887595,http://www.linkedin.com/jobs/view/4434887595,Job Applications_6.csv,ADDED
2026-04-06,BX Studio,GTM Engineer,4396642778,http://www.linkedin.com/jobs/view/4396642778,Job Applications_6.csv,MERGED
2026-04-06,2X,GTM Engineer,4378539250,http://www.linkedin.com/jobs/view/4378539250,Job Applications_6.csv,MERGED
2026-07-18,Elios AI,Senior Forward Deployed Engineer,4436839048,http://www.linkedin.com/jobs/view/4436839048,Job Applications_6.csv,ADDED
2026-05-26,Jobright.ai,"Product Manager, Entry Level",4418256672,http://www.linkedin.com/jobs/view/4418256672,Job Applications_6.csv,ADDED
2026-07-12,Nudge AI,Growth Lead,4396375043,http://www.linkedin.com/jobs/view/4396375043,Job Applications_6.csv,ADDED
2026-06-04,Evolution USA,Forward Deplyed Engineer (FDE) - Applied AI / GenAI (Remote),4424240607,http://www.linkedin.com/jobs/view/4424240607,Job Applications_6.csv,ADDED
2026-06-22,HorizonAI Talent,Forward Deployed Engineer,4430934105,http://www.linkedin.com/jobs/view/4430934105,Job Applications_6.csv,ADDED
2026-06-08,Greenway Collins,GTM Engineer | Remote (US),4425484374,http://www.linkedin.com/jobs/view/4425484374,Job Applications_6.csv,ADDED
2026-07-12,The Biological Computing Co. (TBC),Lead Sales and Product Engineer,4430873489,http://www.linkedin.com/jobs/view/4430873489,Job Applications_6.csv,ADDED
2026-07-26,Fractional Demand,GTM Engineer,4444497996,http://www.linkedin.com/jobs/view/4444497996,Job Applications_6.csv,ADDED
2026-07-12,Human Delta,Founding GTM Engineer,4379699068,http://www.linkedin.com/jobs/view/4379699068,Job Applications_6.csv,ADDED
2026-06-22,Franklin Fitch,AI Training and Adoption Consultant,4429984671,http://www.linkedin.com/jobs/view/4429984671,Job Applications_6.csv,ADDED
2026-07-22,Ailytics,Revenue Operations (RevOps) Specialist,4438496260,http://www.linkedin.com/jobs/view/4438496260,Job Applications_6.csv,ADDED
2026-07-12,Light Labs,"GTM Engineer, Agents",4377633056,http://www.linkedin.com/jobs/view/4377633056,Job Applications_6.csv,ADDED
2026-07-12,Massive,GTM,4438841359,http://www.linkedin.com/jobs/view/4438841359,Job Applications_6.csv,ADDED
2026-04-16,Crash Override,Growth Engineer,4402520314,http://www.linkedin.com/jobs/view/4402520314,Job Applications_6.csv,ADDED
2026-06-03,Kognitos,Senior Solutions Engineer,4423062275,http://www.linkedin.com/jobs/view/4423062275,Job Applications_6.csv,ADDED
2026-03-31,NetRise,Go To Market (GTM) Engineer / Outbound Pipeline Development,4391881176,http://www.linkedin.com/jobs/view/4391881176,Job Applications_6.csv,ADDED
2026-06-22,Roc Search,Founding GTM Strategy,4431766172,http://www.linkedin.com/jobs/view/4431766172,Job Applications_6.csv,ADDED
2026-04-10,CRMIT Solutions,Ai Solutions Sales Specialist,4394347364,http://www.linkedin.com/jobs/view/4394347364,Job Applications_6.csv,ADDED
2026-04-01,Crossing Hurdles,GTM Lead,2147622960,http://www.linkedin.com/jobs/view/2147622960,Job Applications_6.csv,ADDED
2026-07-12,"Method Recruiting, a 3x Inc. 5000 company",Founding GTM Engineer,4432661212,http://www.linkedin.com/jobs/view/4432661212,Job Applications_6.csv,ADDED
2026-04-06,COLOSSUS TECHNOLOGY GROUP,GTM Engineer,4385958618,http://www.linkedin.com/jobs/view/4385958618,Job Applications_6.csv,ADDED
2026-06-25,Hermetic AI,"Sales Development Representative - Atlanta, GA",4431305953,http://www.linkedin.com/jobs/view/4431305953,Job Applications_6.csv,ADDED
2026-07-06,Company.ai,GTM Sales Lead,4360396738,http://www.linkedin.com/jobs/view/4360396738,Job Applications_6.csv,ADDED
2026-07-12,Stealth Startup,GTM Leader / Head of Growth [33260],4433920623,http://www.linkedin.com/jobs/view/4433920623,Job Applications_6.csv,ADDED
2026-06-24,Hippocratic AI,Deployment Strategist,4422676328,http://www.linkedin.com/jobs/view/4422676328,Job Applications_6.csv,ADDED
2026-04-06,QuadSci,Marketing GTM Engineer,4389770201,http://www.linkedin.com/jobs/view/4389770201,Job Applications_6.csv,ADDED
2026-07-26,Doomers AI,Founding GTM,4444837068,http://www.linkedin.com/jobs/view/4444837068,Job Applications_6.csv,ADDED
2026-08-22,Block+Tackle,Forward Deployed Marketing Engineer,4439438328,http://www.linkedin.com/jobs/view/4439438328,Job Applications_6.csv,ADDED
